drug_id,description,administrative_status,approved_for_hospital_use,reimbursement_rate,marketing_declaration_date,marketing_authorization_date,marketing_authorization_process,pharmaceutical_companies,price
2025_train,30 plaquette(s) thermoformée(s) aluminium copolymères chlorure de vinyle/acétate de vinyle acrylate PVC PVC-Aluminium de 1 gélule(s),Présentation active,oui,30%,20080101,20080101,Procédure centralisée, BOEHRINGER INGELHEIM INTERNATIONAL,38.76
2026_train,plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20150101,20150101,Procédure décentralisée, BOUCHARA-RECORDATI,54.24
2027_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s),Présentation active,oui,100%,20110101,20100101,Procédure nationale, BIOGARAN,126.06
2028_train,30 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 1 ml,Présentation active,oui,65%,20150101,20140101,Procédure nationale, SANDOZ,8.73
2029_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s),Présentation active,oui,65%,20070101,19870101,Procédure nationale, ASTRAZENECA,14.62
2030_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, TEVA SANTE,10.38
2031_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20090101,20080101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,6.36
2032_train,40 poche(s) polypropylène styrène éthylène butadiène suremballée(s)/surpochée(s) de 50  ml,Présentation active,non,65%,19990101,19970101,Procédure de reconnaissance mutuelle, FRESENIUS KABI FRANCE,1.52
2033_train,flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 100 comprimé(s),Présentation active,oui,65%,20130101,20110101,Procédure centralisée, ORION CORPORATION,102.26
2034_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure nationale, BIOGARAN,6.36
2035_train,"1 flacon(s) en verre brun de 2,5  ml",Présentation active,oui,100%,19980101,19970101,Procédure nationale, PFIZER HOLDING FRANCE,3.45
2036_train,plaquette(s) thermoformée(s) PVC-Aluminium de 20 gélule(s),Présentation active,oui,30%,20110101,20100101,Procédure nationale, BIOGARAN,1.91
2037_train,1 tube(s) aluminium verni de 10 g,Présentation active,oui,65%,19650101,19930101,Procédure nationale, GLAXOSMITHKLINE,1.24
2038_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 60 comprimé(s),Présentation active,oui,65%,20090101,20070101,Procédure centralisée, EISAI (ROYAUME-UNI),149.01
2039_train,film(s) thermosoudé(s) aluminium polyéthylène de 16  comprimé(s),Présentation active,oui,65%,20100101,19840101,Procédure nationale, UPSA,1.08
2040_train,30 ampoule(s) en verre jaune(brun) de 10 ml,Présentation active,oui,65%,19910101,19960101,Procédure nationale, GRIMBERG,4.09
2041_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 gélule(s),Présentation active,oui,15%,20120101,20120101,Procédure nationale, LABORATOIRES GERDA,20.34
2042_train,plaquette(s) thermoformée(s) PVC-Aluminium de 12 comprimé(s),Présentation active,oui,15%,20050101,20020101,Procédure nationale, SANDOZ,2.48
2043_train,plaquette(s) thermoformée(s) PVC-Aluminium de 100 comprimé(s),Présentation active,oui,65%,20090101,20080101,Procédure nationale, ARROW GENERIQUES,6.39
2044_train,inhalateur(s) multidose(s) de 60  dose(s),Présentation active,oui,65%,20130101,20020101,Procédure de reconnaissance mutuelle, MSD FRANCE,35.23
2045_train,plaquette(s) thermoformée(s) PVC-aluminium PVDC de 30 gélule(s),Présentation active,non,30%,20140101,19810101,Procédure nationale, TAKEDA FRANCE,1.35
2046_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,non,65%,20120101,20010101,Procédure nationale, SANDOZ,2.45
2047_train,plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 90 comprimé(s),Présentation active,non,65%,20150101,20110101,Procédure décentralisée, ARROW GENERIQUES,18.63
2048_train,1 flacon(s) en verre brun de 20  comprimé(s),Présentation active,oui,65%,20030101,20020101,Procédure nationale, ARROW GENERIQUES,3.16
2049_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s),Présentation active,oui,65%,20060101,20060101,Procédure de reconnaissance mutuelle, DAIICHI SANKYO FRANCE,17.17
2050_train,1 poche(s) (VIAFLO) polyéthylène polyamide polypropylène suremballée(s)/surpochée(s) de 1000 ml,Présentation active,oui,65%,19990101,19940101,Procédure nationale, BAXTER,2.56
2051_train,plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s),Présentation active,oui,65%,20080101,20070101,Procédure de reconnaissance mutuelle, SANDOZ,8.13
2052_train,plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s),Présentation active,oui,65%,20060101,20050101,Procédure nationale, MUNDIPHARMA,7.3
2053_train,plaquette(s) polypropylène polycyclooléfine aluminium de 90 comprimé(s),Présentation active,oui,65%,20100101,20090101,Procédure décentralisée, MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG,31.48
2054_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s),Présentation active,oui,65%,20100101,20070101,Procédure nationale, EVOLUPHARM,24.53
2055_train,plaquette(s) thermoformée(s) PVC-Aluminium de 180 comprimé(s),Présentation active,oui,65%,20080101,19990101,Procédure nationale, BIOGARAN,26.43
2056_train,1 flacon(s) en verre de 1 ml,Présentation active,oui,100%,20090101,20080101,Procédure décentralisée, TEVA SANTE,6.42
2057_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s),Présentation active,oui,15%,20120101,20110101,Procédure nationale, BIOGARAN,27.5
2058_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 gélule(s),Présentation active,oui,65%,20010101,20000101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,7.01
2059_train,20 récipient(s) unidose(s) polypropylène de 2 ml,Présentation active,oui,65%,20060101,20060101,Procédure nationale, CHIESI,38.11
2060_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 15 comprimé(s),Présentation active,oui,30%,20040101,20040101,Procédure nationale, ARROW GENERIQUES,2.12
2061_train,flacon(s) polyéthylène de 28 gélule(s),Présentation active,non,65%,20130101,20090101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),8.14
2062_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 16 comprimé(s),Présentation active,oui,65%,20070101,20060101,Procédure nationale, SANDOZ,13.67
2063_train,plaquette(s) PVC de 90 comprimé(s),Présentation active,oui,65%,20150101,20150101,Procédure de reconnaissance mutuelle, SANOFI AVENTIS FRANCE,52.79
2064_train,1 flacon(s) en verre avec adaptateur(s) pour flacon avec aiguille(s) - 1 seringue(s) préremplie(s) en verre de 2 ml,Présentation active,oui,65%,20040101,20030101,Procédure de reconnaissance mutuelle, JANSSEN CILAG,159.93
2065_train,1 tube(s) aluminium polyéthylène de 10 g,Présentation active,oui,65%,19950101,19940101,Procédure nationale, LABORATOIRE CHAUVIN,2.56
2066_train,flacon(s) polyéthylène haute densité (PEHD) de 28 comprimé(s),Présentation active,non,65%,20140101,20090101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),23.49
2067_train,plaquette(s) thermoformée(s) PVC aluminium de 30 gélule(s),Présentation active,non,65%,20140101,20100101,Procédure décentralisée, ACTAVIS GROUP PTC (ISLANDE),3.79
2068_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20120101,20080101,Procédure de reconnaissance mutuelle, ACCORD HEALTHCARE (ROYAUME UNI),15.91
2069_train,plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 28 comprimé(s),Présentation active,oui,65%,20120101,20100101,Procédure décentralisée, KRKA (SLOVENIE),7.21
2070_train,3 pilulier(s) polypropylène de 30 comprimé(s),Présentation active,oui,65%,20150101,20140101,Autorisation d'importation parallèle, MEDIWIN,65.58
2071_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 7  gélule(s),Présentation active,oui,65%,20110101,20030101,Procédure nationale, SANOFI AVENTIS FRANCE,14.2
2072_train,2 tube(s) polypropylène de 15 comprimé(s),Présentation active,oui,65%,19990101,19980101,Procédure nationale, EREMPHARMA (SOCIETE),3.79
2073_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s),Présentation active,non,65%,20130101,20070101,Procédure nationale, MYLAN SAS,14.79
2074_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20110101,20080101,Procédure décentralisée, SANDOZ,23.49
2075_train,1 flacon(s) en verre de 10  ml - 1 ampoule(s) en verre de 5  ml,Présentation active,oui,100%,19720101,19970101,Procédure nationale, PFIZER HOLDING FRANCE,4.31
2076_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30  comprimé(s),Présentation active,oui,65%,19990101,19920101,Procédure nationale, MYLAN SAS,5.41
2077_train,plaquette(s) aluminium polyamide PVC-Aluminium de 60 comprimé(s),Présentation active,oui,100%,20050101,20040101,Procédure de reconnaissance mutuelle, NOVARTIS PHARMA,43.65
2078_train,tube(s) polypropylène de 16  comprimé(s),Présentation active,non,65%,20140101,20000101,Procédure nationale, TEVA SANTE,1.08
2079_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 gélule(s),Présentation active,oui,65%,20090101,20030101,Procédure nationale, BIOGARAN,9.24
2080_train,1 plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s),Présentation active,oui,65%,20140101,20140101,Procédure décentralisée, MAJORELLE LUXEMBOURG SOPARFI (LUXEMBOURG),1.14
2081_train,plaquette(s) thermoformée(s) aluminium de 30 gélule(s),Présentation active,oui,65%,20130101,20080101,Procédure nationale, KRKA (SLOVENIE),7.77
2082_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, CRISTERS,4.82
2083_train,1 flacon(s) polyéthylène de 5 ml avec compte-gouttes,Présentation active,oui,65%,20120101,20110101,Procédure centralisée, PHARMASWISS CESKA REPUBLIKA (RÉPUBLIQUE TCHÈQUE),4.56
2084_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, ZYDUS FRANCE,12.49
2085_train,plaquette(s) thermoformée(s) PVC aluminium de 5  comprimé(s),Présentation active,oui,65%,19830101,19820101,Procédure nationale, SINCLAIR PHARMA FRANCE,1.95
2086_train,"12 sachet(s)-dose(s) papier aluminium polyéthylène de 1,566 g",Présentation active,oui,65%,19980101,19970101,Procédure nationale, GLAXOSMITHKLINE,7.95
2087_train,1 seringue(s) préremplie(s) en verre avec aiguille(s) de 1 ml - 1 flacon(s) en verre,Présentation active,non,100%,20150101,20100101,Autorisation d'importation parallèle, PHARMA LAB,92.37
2088_train,1 flacon(s) en verre de 30 g avec cuillère-mesure polystyrène,Présentation active,oui,65%,19820101,19820101,Procédure nationale, BOUCHARA-RECORDATI,1.73
2089_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,19990101,Procédure nationale, TEVA SANTE,5.65
2090_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,non,65%,20130101,20080101,Procédure nationale, RATIOPHARM (ALLEMAGNE),6.1
2091_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 84 comprimé(s),Présentation active,non,65%,20140101,20080101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),16.87
2092_train,1 flacon(s) polyéthylène de 30 comprimé(s),Présentation active,oui,65%,20130101,19980101,Procédure nationale, MYLAN SAS,1.66
2093_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,oui,65%,19830101,19960101,Procédure nationale, LABORATOIRES GERDA,6.98
2094_train,flacon(s) polyéthylène haute densité (PEHD) de 28 comprimé(s),Présentation active,non,65%,20140101,20090101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),43.5
2095_train,6 ampoule(s) en verre brun de 2 ml,Présentation active,oui,65%,20010101,19970101,Procédure nationale, NEPALM,5.66
2096_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20110101,20090101,Procédure nationale, BIOGARAN,0.62
2097_train,plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s),Présentation active,oui,15%,20000101,19980101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,3.2
2098_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 4 comprimé(s),Présentation active,oui,65%,20100101,20100101,Procédure nationale, LABORATOIRES GERDA,15.32
2099_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 14 comprimé(s),Présentation active,oui,65%,20120101,20090101,Procédure de reconnaissance mutuelle, KRKA (SLOVENIE),3.49
2100_train,1 tube(s) polyéthylène aluminium de 10  g avec canule(s),Présentation active,oui,65%,19920101,19890101,Procédure nationale, THEA,2.88
2101_train,plaquette(s) thermoformée(s) aluminium de 7 gélule(s),Présentation active,oui,65%,20110101,20100101,Procédure nationale, EVOLUPHARM,1.76
2102_train,plaquette(s) thermoformée(s) PVC-Aluminium de 42 comprimé(s),Présentation active,oui,65%,20130101,20090101,Procédure nationale, EVOLUPHARM,38.85
2103_train,plaquette(s) thermoformée(s) aluminium PVC de 4 comprimé(s),Présentation active,non,65%,20150101,20100101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),15.32
2104_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,oui,65%,20110101,20100101,Procédure nationale, SANOFI AVENTIS FRANCE,23.49
2105_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20110101,20090101,Procédure nationale, ZYDUS FRANCE,18.63
2106_train,plaquette(s) PVC aluminium de 1 comprimé(s),Présentation active,oui,65%,19980101,19970101,Procédure de reconnaissance mutuelle, ROCHE,11.26
2107_train,plaquette(s) thermoformée(s) PVDC PVC aluminium de 30 comprimé(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, CRISTERS,1.8
2108_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s),Présentation active,oui,65%,20080101,20060101,Procédure nationale, SANDOZ,25.74
2109_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,non,65%,20150101,20110101,Procédure nationale, TEVA SANTE,7.55
2110_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,oui,65%,20100101,20070101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,6.1
2111_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 60 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure décentralisée, SANDOZ,17.97
2112_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,oui,65%,20060101,20050101,Procédure de reconnaissance mutuelle, SANOFI AVENTIS FRANCE,5.65
2113_train,plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20140101,20140101,Procédure décentralisée, SANOFI AVENTIS FRANCE,18.63
2114_train,flacon(s) en verre brun de 45 g avec cuillère-mesure polystyrène,Présentation active,non,65%,20130101,19980101,Procédure nationale, BIOGARAN,4.59
2115_train,plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20090101,Procédure centralisée, BIAL - PORTELA & CA (PORTUGAL),91.68
2116_train,plaquette(s) thermoformée(s) PVC PVDC de 8 comprimé(s),Présentation active,oui,65%,20100101,20100101,Procédure nationale, ZYDUS FRANCE,7.18
2117_train,1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 1000 ml,Présentation active,oui,65%,20010101,20040101,Procédure de reconnaissance mutuelle, MACO PHARMA,2.56
2118_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20110101,20080101,Procédure centralisée, TEVA (PAYS-BAS),5.33
2119_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20100101,20060101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,3.2
2120_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s),Présentation active,non,65%,20130101,20070101,Procédure nationale, LABORATOIRES ALTER,24.53
2121_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20070101,19990101,Procédure de reconnaissance mutuelle, TAKEDA FRANCE,28.44
2122_train,plaquette(s) thermoformée(s) polypropylène aluminium de 28  comprimé(s),Présentation active,oui,65%,19890101,19870101,Procédure nationale, UCB PHARMA,6.86
2123_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20100101,20080101,Procédure nationale, ZYDUS FRANCE,3.52
2124_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 12 gélule(s),Présentation active,non,65%,20000101,19990101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,4.68
2125_train,plaquette(s) thermoformée(s) aluminium de 28 gélule(s),Présentation active,oui,65%,20070101,20070101,Procédure nationale, BIOGARAN,8.14
2126_train,plaquette(s) thermoformée(s) aluminium de 14 gélule(s),Présentation active,oui,65%,20070101,20070101,Procédure nationale, BIOGARAN,3.94
2127_train,1 poche(s) PVC plastifié de 500  ml,Présentation active,oui,65%,19920101,19840101,Procédure nationale, BIOLUZ,1.94
2128_train,plaquette(s) formée(s) à froid aluminium de 28 comprimé(s),Présentation active,oui,65%,20120101,20120101,Procédure nationale, ZYDUS FRANCE,8.14
